"ID","REFERENCE","ORDER_DATE","SUPPLIER_ID","TOTAL_AMOUNT","DESCRIPTION","STATUS"
2680,PO001-1,2022-01-03 00:00:00.000,144,,Back lights,Received
2681,PO001-1,2022-01-03 00:00:00.000,146,,Back lights,Received
2682,PO001-2,2022-01-03 00:00:00.000,105,,Spark plug,Received
2683,PO001-2,2022-01-03 00:00:00.000,133,,Spark plug,Received
2684,PO002,2022-01-10 00:00:00.000,129,750000,Purchase of Car,Open
2685,PO003-1,2022-01-24 00:00:00.000,147,,"Screens 22""",Received
2686,PO003-2,2022-01-24 00:00:00.000,134,,"Screens 35""",Received
2687,PO003-2,2022-01-24 00:00:00.000,147,,"Screens 35""",Received
2688,PO003-2,2022-01-24 00:00:00.000,163,,"Screens 35""",Received
2689,PO003-3,2022-01-24 00:00:00.000,108,,"Screens 15""",Received
2690,PO003-3,2022-01-24 00:00:00.000,163,,"Screens 15""",Received
2691,PO001-3,2022-01-03 00:00:00.000,107,,Fuel filter,Received
2692,PO001-3,2022-01-03 00:00:00.000,120,,Fuel filter,Received
2693,PO001-3,2022-01-03 00:00:00.000,157,,Fuel filter,Received
2694,PO004,2022-02-07 00:00:00.000,114,6800,Purchase of Stationeries,Closed
2695,PO004-2,2022-02-07 00:00:00.000,153,,Pencil HB boxes,Received
2696,PO005,2022-04-07 00:00:00.000,93,21000,International Magazines,Closed
2697,PO005-2,2022-04-07 00:00:00.000,132,,Science world,Received
2698,PO003-4,2022-01-24 00:00:00.000,95,,"Screens 35""",Received
2699,PO004-3,2022-02-07 00:00:00.000,114,3000,Paper reams,Received
2700,PO005-3,2022-04-07 00:00:00.000,93,,Science world,Received
2701,PO005-3,2022-04-07 00:00:00.000,106,,Science world,Received
2702,PO001-5,2022-01-03 00:00:00.000,120,,Brake disc,Received
2703,PO001-5,2022-01-03 00:00:00.000,133,,Brake disc,Received
2704,PO001-5,2022-01-03 00:00:00.000,146,,Brake disc,Received
2705,PO001-6,2022-01-03 00:00:00.000,92,,Axle,Received
2706,PO001-6,2022-01-03 00:00:00.000,120,,Axle,Received
2707,PO001-6,2022-01-03 00:00:00.000,157,,Axle,Received
2708,PO006,2022-02-16 00:00:00.000,135,250000,Stationery orders,Open
2709,PO007,2022-06-03 00:00:00.000,126,26700,Taxi services fees,Closed
2710,PO007,2022-06-03 00:00:00.000,130,26700,Taxi services fees,Closed
2711,PO009,2022-06-18 00:00:00.000,99,36800,Security vests,Open
2712,PO009,2022-06-18 00:00:00.000,138,36800,Security vests,Open
2713,PO009-1,2022-06-18 00:00:00.000,151,,Security vests for firewardens,Received
2714,PO010-1,2022-07-03 00:00:00.000,141,,Air Conditioner Fan Capacitor x 1000,Received
2715,PO010-2,2022-07-03 00:00:00.000,141,,Aluminium LED PCB Assemblies x 100,Received
2716,PO010-2,2022-07-03 00:00:00.000,102,,Starter capacitor x 2000,Received
2717,PO010-3,2022-07-03 00:00:00.000,102,,Block connector universal x 200,Received
2718,PO010-3,2022-07-03 00:00:00.000,115,,Block connector universal x 200,Received
2719,PO010-3,2022-07-03 00:00:00.000,128,,Block connector universal x 200,Received
2720,PO011,2022-07-06 00:00:00.000,114,43200,Purchase of Stationeries,Closed
2721,PO011,2022-07-06 00:00:00.000,127,43200,Purchase of Stationeries,Closed
2722,PO008-2,2022-06-05 00:00:00.000,110,,"10 Motherboard Asus PRIME Z270-A",Received
2723,PO006-1,2022-02-16 00:00:00.000,135,,Packet 3,Received
2724,PO006-1,2022-02-16 00:00:00.000,148,,Packet 3,Received
2725,PO012,2022-08-16 00:00:00.000,118,265000,Vehicle Spare parts,Open
2726,PO012-1,2022-08-16 00:00:00.000,94,,Aluminium evaporator x 15,Received
2727,PO012-1,2022-08-16 00:00:00.000,146,,Aluminium evaporator x 15,Received
2728,PO006-1,2022-02-16 00:00:00.000,122,,Packet 4,Received
2729,PO012-1,2022-08-16 00:00:00.000,120,,Wheels and balancing,Received
2730,PO012-2,2022-08-16 00:00:00.000,92,,Servicing of cars,Received
2731,PO012-2,2022-08-16 00:00:00.000,157,,Servicing of cars,Received
2732,PO012-2,2022-08-16 00:00:00.000,133,,Dashboard for cards,Received
2733,PO012-2,2022-08-16 00:00:00.000,157,,Dashboard for cards,Received
2734,PO012-2,2022-08-16 00:00:00.000,159,,Dashboard for cards,Received
2735,PO012-2,2022-08-16 00:00:00.000,92,,Rear door + repair,Received
2736,PO012-2,2022-08-16 00:00:00.000,105,,Rear door + repair,Received
2737,PO012-2,2022-08-16 00:00:00.000,159,,Rear door + repair,Received
2738,PO012-3,2022-08-16 00:00:00.000,118,,High pressure fuel injector nozzle OEM x 10,Received
2739,PO012-3,2022-08-16 00:00:00.000,159,,High pressure fuel injector nozzle OEM x 10,Received
2740,PO012-4,2022-08-16 00:00:00.000,105,,Air suspension compressor x 3,Received
2741,PO012-4,2022-08-16 00:00:00.000,120,,Air suspension compressor x 3,Received
2742,PO012-4,2022-08-16 00:00:00.000,146,,Air suspension compressor x 3,Received
2743,PO012-5,2022-08-16 00:00:00.000,118,,Aluminium alloy set x 5,Received
2744,PO012-5,2022-08-16 00:00:00.000,131,,Aluminium alloy set x 5,Received
2745,PO012-5,2022-08-16 00:00:00.000,118,,Master brake x 12,Received
2746,PO006-1,2022-02-16 00:00:00.000,109,,Packet 5,Received
2747,PO006-1,2022-02-16 00:00:00.000,135,,Packet 5,Received
2748,PO006-1,2022-02-16 00:00:00.000,161,,Packet 5,Received
2749,PO013-1,2022-08-20 00:00:00.000,142,,Audi Q5,Received
2750,PO013-2,2022-08-20 00:00:00.000,103,,Audi Q7,Received
2751,PO013-2,2022-08-20 00:00:00.000,155,,Audi Q7,Received
2752,PO013-2,2022-08-20 00:00:00.000,168,,Audi Q7,Received
2753,PO013-3,2022-08-20 00:00:00.000,116,,Chevrolet Equinox,Received
2754,PO006-1,2022-02-16 00:00:00.000,122,,Packet 6,Received
2755,PO006-1,2022-02-16 00:00:00.000,135,,Packet 6,Received
2756,PO007-1,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
2757,PO007-1,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
2758,PO007-1,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
2759,PO007-1,2022-06-03 00:00:00.000,165,,Employee journey taxi service,Received
2760,PO007-1,2022-06-03 00:00:00.000,169,,Employee journey taxi service,Received
2761,PO007-2,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
2762,PO007-2,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
2763,PO007-2,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
2764,PO007-2,2022-06-03 00:00:00.000,169,,Employee journey taxi service,Received
2765,PO007-3,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Cancelled
2766,PO007-4,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
2767,PO007-4,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
2768,PO007-4,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Received
2769,PO007-4,2022-06-03 00:00:00.000,165,,Employee journey taxi service,Received
2770,PO007-5,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
2771,PO007-5,2022-06-03 00:00:00.000,165,,Employee journey taxi service,Received
2772,PO006-1,2022-02-16 00:00:00.000,148,,Packet 2,Received
2773,PO014-1,2022-09-15 00:00:00.000,134,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2774,PO014-2,2022-09-15 00:00:00.000,108,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2775,PO014-3,2022-09-15 00:00:00.000,160,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2776,PO014-4,2022-09-15 00:00:00.000,95,,"3TB SATA HARD DISK x 4",Received
2777,PO014-5,2022-09-15 00:00:00.000,147,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2778,PO014-1,2022-09-15 00:00:00.000,95,,FAN UNIT x 20,Cancelled
2779,PO014-1,2022-09-15 00:00:00.000,150,,FAN UNIT x 20,Cancelled
2780,PO014-2,2022-09-15 00:00:00.000,111,,VIEWSONIC PJD5155 PROJECTOR,Received
2781,PO014-3,2022-09-15 00:00:00.000,111,,GENIUS MEDIA POINTER 900BT x 3,Received
2782,PO014-3,2022-09-15 00:00:00.000,147,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2783,PO014-3,2022-09-15 00:00:00.000,150,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2784,PO014-4,2022-09-15 00:00:00.000,98,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2785,PO014-4,2022-09-15 00:00:00.000,150,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2786,PO014-4,2022-09-15 00:00:00.000,98,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2787,PO014-4,2022-09-15 00:00:00.000,108,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2788,PO014-4,2022-09-15 00:00:00.000,124,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2789,PO014-5,2022-09-15 00:00:00.000,98,,EPSON LQ310 DOT MATRIX PRINTER,Received
2790,PO014-5,2022-09-15 00:00:00.000,134,,EPSON LQ310 DOT MATRIX PRINTER,Received
2791,PO014-5,2022-09-15 00:00:00.000,150,,LENOVO B50-30 x 5,Received
2792,PO014-5,2022-09-15 00:00:00.000,163,,LENOVO B50-30 x 5,Received
2793,PO001,2022-01-03 00:00:00.000,120,,Vehicle Spare parts,Closed
2794,PO001,2022-01-03 00:00:00.000,144,,Vehicle Spare parts,Closed
2795,PO001,2022-01-03 00:00:00.000,146,,Vehicle Spare parts,Closed
2796,PO001-2,2022-01-03 00:00:00.000,92,,Spark plug,Received
2797,PO001-2,2022-01-03 00:00:00.000,107,,Spark plug,Received
2798,PO002,2022-01-10 00:00:00.000,116,750000,Purchase of Car,Open
2799,PO003,2022-01-24 00:00:00.000,108,57300,Computer screens,Closed
2800,PO003-1,2022-01-24 00:00:00.000,160,,"Screens 22""",Received
2801,PO003-1,2022-01-24 00:00:00.000,163,,"Screens 22""",Received
2802,PO003-3,2022-01-24 00:00:00.000,98,,"Screens 15""",Received
2803,PO003-3,2022-01-24 00:00:00.000,111,,"Screens 15""",Received
2804,PO003-3,2022-01-24 00:00:00.000,134,,"Screens 15""",Received
2805,PO001-3,2022-01-03 00:00:00.000,105,,Fuel filter,Received
2806,PO001-4,2022-01-03 00:00:00.000,144,,Air filter,Received
2807,PO005,2022-04-07 00:00:00.000,119,21000,International Magazines,Closed
2808,PO005-2,2022-04-07 00:00:00.000,106,,Science world,Received
2809,PO003-4,2022-01-24 00:00:00.000,137,,"Screens 35""",Received
2810,PO003-4,2022-01-24 00:00:00.000,150,,"Screens 35""",Received
2811,PO004-4,2022-02-07 00:00:00.000,127,600,Clips boxes,Cancelled
2812,PO004-4,2022-02-07 00:00:00.000,140,600,Clips boxes,Cancelled
2813,PO004-4,2022-02-07 00:00:00.000,153,600,Clips boxes,Cancelled
2814,PO005-4,2022-04-07 00:00:00.000,132,,Discovery mag,Received
2815,PO001-5,2022-01-03 00:00:00.000,131,,Brake disc,Received
2816,PO001-6,2022-01-03 00:00:00.000,118,,Axle,Received
2817,PO001-6,2022-01-03 00:00:00.000,131,,Axle,Received
2818,PO001-6,2022-01-03 00:00:00.000,144,,Axle,Received
2819,PO001-6,2022-01-03 00:00:00.000,146,,Axle,Received
2820,PO006-1,2022-02-16 00:00:00.000,109,,Packet 1,Received
2821,PO007,2022-06-03 00:00:00.000,117,26700,Taxi services fees,Closed
2822,PO007,2022-06-03 00:00:00.000,143,26700,Taxi services fees,Closed
2823,PO010-1,2022-07-03 00:00:00.000,102,,Electronic Component Lead 2000 Kgs,Received
2824,PO010-1,2022-07-03 00:00:00.000,115,,Electronic Component Lead 2000 Kgs,Received
2825,PO010-1,2022-07-03 00:00:00.000,154,,Electronic Component Lead 2000 Kgs,Received
2826,PO010-2,2022-07-03 00:00:00.000,115,,Aluminium LED PCB Assemblies x 100,Received
2827,PO010-2,2022-07-03 00:00:00.000,167,,Aluminium LED PCB Assemblies x 100,Received
2828,PO010-3,2022-07-03 00:00:00.000,167,,Block connector universal x 200,Received
2829,PO011,2022-07-06 00:00:00.000,166,43200,Purchase of Stationeries,Closed
2830,PO008-2,2022-06-05 00:00:00.000,97,,"10 Motherboard Asus PRIME Z270-A",Received
2831,PO008-2,2022-06-05 00:00:00.000,149,,"10 Motherboard Asus PRIME Z270-A",Received
2832,PO006-1,2022-02-16 00:00:00.000,109,,Packet 3,Received
2833,PO012,2022-08-16 00:00:00.000,107,265000,Vehicle Spare parts,Open
2834,PO012,2022-08-16 00:00:00.000,157,265000,Vehicle Spare parts,Open
2835,PO012-1,2022-08-16 00:00:00.000,144,,Aluminium evaporator x 15,Received
2836,PO006-1,2022-02-16 00:00:00.000,96,,Packet 4,Received
2837,PO006-1,2022-02-16 00:00:00.000,135,,Packet 4,Received
2838,PO008-2,2022-06-05 00:00:00.000,136,,Seagate Barracuda 2TB SATA Hard Drive,Received
2839,PO012-1,2022-08-16 00:00:00.000,105,,Wheels and balancing,Received
2840,PO012-1,2022-08-16 00:00:00.000,133,,Wheels and balancing,Received
2841,PO012-2,2022-08-16 00:00:00.000,107,,Servicing of cars,Received
2842,PO012-2,2022-08-16 00:00:00.000,133,,Servicing of cars,Received
2843,PO012-2,2022-08-16 00:00:00.000,105,,Dashboard for cards,Received
2844,PO012-2,2022-08-16 00:00:00.000,120,,Dashboard for cards,Received
2845,PO012-2,2022-08-16 00:00:00.000,131,,Rear door + repair,Received
2846,PO012-3,2022-08-16 00:00:00.000,94,,High pressure fuel injector nozzle OEM x 10,Received
2847,PO012-3,2022-08-16 00:00:00.000,105,,High pressure fuel injector nozzle OEM x 10,Received
2848,PO012-5,2022-08-16 00:00:00.000,92,,Aluminium alloy set x 5,Received
2849,PO012-5,2022-08-16 00:00:00.000,107,,Aluminium alloy set x 5,Received
2850,PO012-5,2022-08-16 00:00:00.000,146,,Aluminium alloy set x 5,Received
2851,PO012-5,2022-08-16 00:00:00.000,120,,Master brake x 12,Received
2852,PO013,2022-08-20 00:00:00.000,103,,Purchase of Cars,Closed
2853,PO013-1,2022-08-20 00:00:00.000,129,,Audi Q5,Received
2854,PO013-4,2022-08-20 00:00:00.000,103,,Hyundai Tucson,Received
2855,PO007-1,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Received
2856,PO007-2,2022-06-03 00:00:00.000,152,,Employee journey taxi service,Received
2857,PO007-3,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Cancelled
2858,PO007-3,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Cancelled
2859,PO007-3,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Cancelled
2860,PO007-4,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Received
2861,PO007-5,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
2862,PO007-5,2022-06-03 00:00:00.000,169,,Employee journey taxi service,Received
2863,PO014,2022-09-15 00:00:00.000,163,,Purchases of Digital equipment,Open
2864,PO014-1,2022-09-15 00:00:00.000,137,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2865,PO014-1,2022-09-15 00:00:00.000,163,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2866,PO014-2,2022-09-15 00:00:00.000,95,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2867,PO014-4,2022-09-15 00:00:00.000,98,,"3TB SATA HARD DISK x 4",Received
2868,PO014-4,2022-09-15 00:00:00.000,150,,"3TB SATA HARD DISK x 4",Received
2869,PO014-5,2022-09-15 00:00:00.000,111,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2870,PO014-1,2022-09-15 00:00:00.000,134,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2871,PO014-2,2022-09-15 00:00:00.000,137,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2872,PO014-2,2022-09-15 00:00:00.000,150,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2873,PO014-3,2022-09-15 00:00:00.000,134,,GENIUS MEDIA POINTER 900BT x 3,Received
2874,PO014-3,2022-09-15 00:00:00.000,124,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2875,PO014-3,2022-09-15 00:00:00.000,137,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2876,PO014-3,2022-09-15 00:00:00.000,124,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2877,PO014-4,2022-09-15 00:00:00.000,95,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2878,PO014-4,2022-09-15 00:00:00.000,124,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2879,PO014-4,2022-09-15 00:00:00.000,134,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2880,PO014-4,2022-09-15 00:00:00.000,111,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2881,PO014-4,2022-09-15 00:00:00.000,134,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2882,PO014-4,2022-09-15 00:00:00.000,137,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2883,PO014-4,2022-09-15 00:00:00.000,147,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2884,PO014-4,2022-09-15 00:00:00.000,111,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2885,PO014-5,2022-09-15 00:00:00.000,108,,EPSON LQ310 DOT MATRIX PRINTER,Received
2886,PO014-5,2022-09-15 00:00:00.000,160,,EPSON LQ310 DOT MATRIX PRINTER,Received
2887,PO014-5,2022-09-15 00:00:00.000,163,,EPSON LQ310 DOT MATRIX PRINTER,Received
2888,PO014-5,2022-09-15 00:00:00.000,98,,LENOVO B50-30 x 5,Received
2889,PO014-5,2022-09-15 00:00:00.000,124,,LENOVO B50-30 x 5,Received
2890,PO014-5,2022-09-15 00:00:00.000,121,,DELL N3543 CORE i5 x 3,Cancelled
2891,PO001,2022-01-03 00:00:00.000,94,,Vehicle Spare parts,Closed
2892,PO001-1,2022-01-03 00:00:00.000,105,,Back lights,Received
2893,PO001-1,2022-01-03 00:00:00.000,107,,Back lights,Received
2894,PO001-2,2022-01-03 00:00:00.000,131,,Spark plug,Received
2895,PO001-2,2022-01-03 00:00:00.000,146,,Spark plug,Received
2896,PO002,2022-01-10 00:00:00.000,103,750000,Purchase of Car,Open
2897,PO002-1,2022-01-10 00:00:00.000,129,,Purchase of Car Model X,Received
2898,PO002-1,2022-01-10 00:00:00.000,142,,Purchase of Car Model X,Received
2899,PO003,2022-01-24 00:00:00.000,124,57300,Computer screens,Closed
2900,PO003,2022-01-24 00:00:00.000,147,57300,Computer screens,Closed
2901,PO003-2,2022-01-24 00:00:00.000,121,,"Screens 35""",Received
2902,PO003-2,2022-01-24 00:00:00.000,124,,"Screens 35""",Received
2903,PO003-3,2022-01-24 00:00:00.000,95,,"Screens 15""",Received
2904,PO003-3,2022-01-24 00:00:00.000,121,,"Screens 15""",Received
2905,PO003-3,2022-01-24 00:00:00.000,137,,"Screens 15""",Received
2906,PO003-3,2022-01-24 00:00:00.000,147,,"Screens 15""",Received
2907,PO003-3,2022-01-24 00:00:00.000,160,,"Screens 15""",Received
2908,PO001-3,2022-01-03 00:00:00.000,92,,Fuel filter,Received
2909,PO001-3,2022-01-03 00:00:00.000,131,,Fuel filter,Received
2910,PO004-1,2022-02-07 00:00:00.000,127,,Pen Parker blue,Received
2911,PO001-4,2022-01-03 00:00:00.000,94,,Air filter,Received
2912,PO003-4,2022-01-24 00:00:00.000,98,,"Screens 35""",Received
2913,PO004-3,2022-02-07 00:00:00.000,166,3000,Paper reams,Received
2914,PO001-5,2022-01-03 00:00:00.000,159,,Brake disc,Received
2915,PO001-6,2022-01-03 00:00:00.000,133,,Axle,Received
2916,PO006,2022-02-16 00:00:00.000,148,250000,Stationery orders,Open
2917,PO006-1,2022-02-16 00:00:00.000,122,,Packet 1,Received
2918,PO007,2022-06-03 00:00:00.000,113,26700,Taxi services fees,Closed
2919,PO008,2022-06-05 00:00:00.000,110,85200,Orders of computer spare parts,Open
2920,PO009-1,2022-06-18 00:00:00.000,99,,Security vests for firewardens,Received
2921,PO010-1,2022-07-03 00:00:00.000,167,,Electronic Component Lead 2000 Kgs,Received
2922,PO010-1,2022-07-03 00:00:00.000,115,,Air Conditioner Fan Capacitor x 1000,Received
2923,PO010-1,2022-07-03 00:00:00.000,154,,Air Conditioner Fan Capacitor x 1000,Received
2924,PO010-3,2022-07-03 00:00:00.000,141,,Block connector universal x 200,Received
2925,PO010-3,2022-07-03 00:00:00.000,154,,Block connector universal x 200,Received
2926,PO008-1,2022-06-05 00:00:00.000,123,,"10 HDDs 3TB",Received
2927,PO012,2022-08-16 00:00:00.000,105,265000,Vehicle Spare parts,Open
2928,PO012,2022-08-16 00:00:00.000,120,265000,Vehicle Spare parts,Open
2929,PO012,2022-08-16 00:00:00.000,144,265000,Vehicle Spare parts,Open
2930,PO012-1,2022-08-16 00:00:00.000,107,,Aluminium evaporator x 15,Received
2931,PO012-1,2022-08-16 00:00:00.000,131,,Aluminium evaporator x 15,Received
2932,PO012-1,2022-08-16 00:00:00.000,94,,Wheels and balancing,Received
2933,PO012-2,2022-08-16 00:00:00.000,159,,Servicing of cars,Received
2934,PO012-2,2022-08-16 00:00:00.000,92,,Dashboard for cards,Received
2935,PO012-3,2022-08-16 00:00:00.000,92,,High pressure fuel injector nozzle OEM x 10,Received
2936,PO012-3,2022-08-16 00:00:00.000,120,,High pressure fuel injector nozzle OEM x 10,Received
2937,PO012-3,2022-08-16 00:00:00.000,144,,High pressure fuel injector nozzle OEM x 10,Received
2938,PO012-5,2022-08-16 00:00:00.000,105,,Aluminium alloy set x 5,Received
2939,PO012-5,2022-08-16 00:00:00.000,120,,Aluminium alloy set x 5,Received
2940,PO012-5,2022-08-16 00:00:00.000,94,,Master brake x 12,Received
2941,PO012-5,2022-08-16 00:00:00.000,107,,Master brake x 12,Received
2942,PO013-3,2022-08-20 00:00:00.000,142,,Chevrolet Equinox,Received
2943,PO013-4,2022-08-20 00:00:00.000,116,,Hyundai Tucson,Received
2944,PO013-4,2022-08-20 00:00:00.000,168,,Hyundai Tucson,Received
2945,PO007-1,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
2946,PO007-4,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
2947,PO007-4,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
2948,PO007-4,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
2949,PO007-4,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
2950,PO007-4,2022-06-03 00:00:00.000,169,,Employee journey taxi service,Received
2951,PO006-1,2022-02-16 00:00:00.000,122,,Packet 2,Received
2952,PO006-1,2022-02-16 00:00:00.000,161,,Packet 2,Received
2953,PO014,2022-09-15 00:00:00.000,121,,Purchases of Digital equipment,Open
2954,PO014-1,2022-09-15 00:00:00.000,111,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2955,PO014-2,2022-09-15 00:00:00.000,160,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2956,PO014-3,2022-09-15 00:00:00.000,95,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2957,PO014-3,2022-09-15 00:00:00.000,98,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2958,PO014-3,2022-09-15 00:00:00.000,134,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2959,PO014-4,2022-09-15 00:00:00.000,137,,"3TB SATA HARD DISK x 4",Received
2960,PO014-5,2022-09-15 00:00:00.000,150,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2961,PO014-5,2022-09-15 00:00:00.000,160,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2962,PO014-1,2022-09-15 00:00:00.000,163,,FAN UNIT x 20,Cancelled
2963,PO014-2,2022-09-15 00:00:00.000,98,,VIEWSONIC PJD5155 PROJECTOR,Received
2964,PO014-2,2022-09-15 00:00:00.000,160,,VIEWSONIC PJD5155 PROJECTOR,Received
2965,PO014-2,2022-09-15 00:00:00.000,95,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
